q_id,image_id,question,answer,full_answer
298,graph_298_anomalous,Explain the anomaly in Deborah Williams if there are any.,"Deborah Williams, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service C, Service I, Service A, Service G, Service E, Service F, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","Deborah Williams, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service C, Service I, Service A, Service G, Service E, Service F, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
299,graph_299_anomalous,Explain the anomaly in Erika Lamb if there are any.,"Erika Lamb, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service A, Service G, Service H, Service B, Service D, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","Erika Lamb, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service A, Service G, Service H, Service B, Service D, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
300,graph_300_anomalous,Explain the anomaly in Nichole Clark if there are any.,"Nichole Clark, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service I, Service F, Service G, Service B, Service E, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","Nichole Clark, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service I, Service F, Service G, Service B, Service E, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
301,graph_301_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
302,graph_302_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
303,graph_303_normal,Explain the anomaly in Ryan Dillon if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
304,graph_304_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
305,graph_305_normal,Explain the anomaly in Joy Brown if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
306,graph_306_normal,Explain the anomaly in Ticket 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
307,graph_307_normal,Explain the anomaly in Willie Mitchell if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
308,graph_308_normal,Explain the anomaly in Joshua Burnett if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
309,graph_309_normal,Explain the anomaly in Indianapolis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
310,graph_310_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
311,graph_311_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
312,graph_312_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
313,graph_313_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
314,graph_314_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
315,graph_315_normal,Explain the anomaly in Ticket 4 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
316,graph_316_normal,Explain the anomaly in Ticket 6 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
317,graph_317_normal,Explain the anomaly in Ticket 6 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
318,graph_318_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
319,graph_319_normal,Explain the anomaly in Ticket 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
320,graph_320_normal,Explain the anomaly in Carrie Moody if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
321,graph_321_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
322,graph_322_normal,Explain the anomaly in Jeff Berry if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
323,graph_323_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
324,graph_324_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
325,graph_325_normal,Explain the anomaly in Ticket 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
326,graph_326_normal,Explain the anomaly in Ticket 8 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
327,graph_327_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
328,graph_328_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
329,graph_329_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
330,graph_330_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
331,graph_331_normal,Explain the anomaly in Ticket 9 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
332,graph_332_normal,Explain the anomaly in Darren Garcia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
333,graph_333_normal,Explain the anomaly in Ticket 7 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
334,graph_334_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
335,graph_335_normal,Explain the anomaly in Ticket 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
336,graph_336_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
337,graph_337_normal,Explain the anomaly in Ticket 2 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
338,graph_338_normal,Explain the anomaly in Ticket 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
339,graph_339_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
340,graph_340_normal,Explain the anomaly in Ticket 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
341,graph_341_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
342,graph_342_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
343,graph_343_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
344,graph_344_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
345,graph_345_normal,Explain the anomaly in Patrick Charles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
346,graph_346_normal,Explain the anomaly in Ticket 9 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
347,graph_347_normal,Explain the anomaly in David Gutierrez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
348,graph_348_normal,Explain the anomaly in Ticket 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
349,graph_349_normal,Explain the anomaly in Ticket 2 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
350,graph_350_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
351,graph_351_anomalous,Explain the anomaly in Jennifer Campbell if there are any.,"Jennifer Campbell, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 1, Ticket 5, Ticket 6, Ticket 3, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Jennifer Campbell, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 1, Ticket 5, Ticket 6, Ticket 3, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
352,graph_352_anomalous,Explain the anomaly in Brandon Bradley if there are any.,"Brandon Bradley, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 7, Ticket 6, Ticket 5, Ticket 4, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Brandon Bradley, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 7, Ticket 6, Ticket 5, Ticket 4, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
353,graph_353_anomalous,Explain the anomaly in Lee Flores if there are any.,"Lee Flores, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 3, Ticket 5, Ticket 1, Ticket 8, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Lee Flores, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 3, Ticket 5, Ticket 1, Ticket 8, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
354,graph_354_anomalous,Explain the anomaly in Katherine Blackwell if there are any.,"Katherine Blackwell, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 5, Ticket 1, Ticket 9, Ticket 2, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Katherine Blackwell, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 5, Ticket 1, Ticket 9, Ticket 2, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
355,graph_355_anomalous,Explain the anomaly in Melissa Kaufman if there are any.,"Melissa Kaufman, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 3, Ticket 8, Ticket 1, Ticket 4, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Melissa Kaufman, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 3, Ticket 8, Ticket 1, Ticket 4, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
356,graph_356_anomalous,Explain the anomaly in Troy Barajas if there are any.,"Troy Barajas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 6, Ticket 9, Ticket 5, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Troy Barajas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 6, Ticket 9, Ticket 5, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
357,graph_357_anomalous,Explain the anomaly in Amanda Bowers if there are any.,"Amanda Bowers, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 1, Ticket 7, Ticket 2, Ticket 6, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Amanda Bowers, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 1, Ticket 7, Ticket 2, Ticket 6, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
358,graph_358_anomalous,Explain the anomaly in Kyle Stewart if there are any.,"Kyle Stewart, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 1, Ticket 6, Ticket 3, Ticket 2, Ticket 9, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph.","Kyle Stewart, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 1, Ticket 6, Ticket 3, Ticket 2, Ticket 9, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph."
359,graph_359_anomalous,Explain the anomaly in Rebecca Nixon if there are any.,"Rebecca Nixon, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 5, Ticket 1, Ticket 6, Ticket 3, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Rebecca Nixon, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 4, Ticket 5, Ticket 1, Ticket 6, Ticket 3, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
360,graph_360_anomalous,Explain the anomaly in Steven Garcia if there are any.,"Steven Garcia, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 2, Ticket 7, Ticket 4, Ticket 3, Ticket 5, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Steven Garcia, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 2, Ticket 7, Ticket 4, Ticket 3, Ticket 5, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
361,graph_361_anomalous,Explain the anomaly in Colton Nguyen if there are any.,"Colton Nguyen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 9, Ticket 7, Ticket 4, Ticket 2, Ticket 3, Ticket 1, Ticket 6. It is more than 2 standard deviations away from the mean edges in the graph.","Colton Nguyen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 9, Ticket 7, Ticket 4, Ticket 2, Ticket 3, Ticket 1, Ticket 6. It is more than 2 standard deviations away from the mean edges in the graph."
362,graph_362_anomalous,Explain the anomaly in Danny Ortiz if there are any.,"Danny Ortiz, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 9, Ticket 7, Ticket 6, Ticket 3, Ticket 1, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Danny Ortiz, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 9, Ticket 7, Ticket 6, Ticket 3, Ticket 1, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
363,graph_363_anomalous,Explain the anomaly in Julie Gaines if there are any.,"Julie Gaines, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 4, Ticket 3, Ticket 8, Ticket 6, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Julie Gaines, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 4, Ticket 3, Ticket 8, Ticket 6, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
364,graph_364_anomalous,Explain the anomaly in Stephanie Flores if there are any.,"Stephanie Flores, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 5, Ticket 3, Ticket 6, Ticket 7, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Stephanie Flores, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 5, Ticket 3, Ticket 6, Ticket 7, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
365,graph_365_anomalous,Explain the anomaly in Wendy Lewis if there are any.,"Wendy Lewis, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 7, Ticket 4, Ticket 1, Ticket 9, Ticket 3, Ticket 5, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Wendy Lewis, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 7, Ticket 4, Ticket 1, Ticket 9, Ticket 3, Ticket 5, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
366,graph_366_anomalous,Explain the anomaly in Anthony Garner if there are any.,"Anthony Garner, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 4, Ticket 5, Ticket 8, Ticket 6, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph.","Anthony Garner, a Traveler, has a large number of connections, linking to the following nodes: Ticket 9, Ticket 4, Ticket 5, Ticket 8, Ticket 6, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph."
367,graph_367_anomalous,Explain the anomaly in Frank Evans if there are any.,"Frank Evans, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 8, Ticket 3, Ticket 6, Ticket 1, Ticket 9, Ticket 7, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Frank Evans, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 8, Ticket 3, Ticket 6, Ticket 1, Ticket 9, Ticket 7, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
368,graph_368_anomalous,Explain the anomaly in Christina Thompson if there are any.,"Christina Thompson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 5, Ticket 3, Ticket 2, Ticket 4, Ticket 9, Ticket 6, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph.","Christina Thompson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 5, Ticket 3, Ticket 2, Ticket 4, Ticket 9, Ticket 6, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph."
369,graph_369_anomalous,Explain the anomaly in Judith Camacho if there are any.,"Judith Camacho, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 3, Ticket 2, Ticket 7, Ticket 6, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Judith Camacho, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 3, Ticket 2, Ticket 7, Ticket 6, Ticket 4, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
370,graph_370_anomalous,Explain the anomaly in Kyle Gomez if there are any.,"Kyle Gomez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 5, Ticket 6, Ticket 1, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Kyle Gomez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 5, Ticket 6, Ticket 1, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
371,graph_371_anomalous,Explain the anomaly in Christopher Webb if there are any.,"Christopher Webb, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 9, Ticket 5, Ticket 1, Ticket 4, Ticket 2, Ticket 7, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Christopher Webb, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 9, Ticket 5, Ticket 1, Ticket 4, Ticket 2, Ticket 7, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
372,graph_372_anomalous,Explain the anomaly in Robert Williams if there are any.,"Robert Williams, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 3, Ticket 5, Ticket 8, Ticket 6, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph.","Robert Williams, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 3, Ticket 5, Ticket 8, Ticket 6, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph."
373,graph_373_anomalous,Explain the anomaly in Tony Nguyen if there are any.,"Tony Nguyen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 9, Ticket 3, Ticket 6, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Tony Nguyen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 9, Ticket 3, Ticket 6, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
374,graph_374_anomalous,Explain the anomaly in Emma Walker if there are any.,"Emma Walker, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 6, Ticket 7, Ticket 2, Ticket 5, Ticket 1, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph.","Emma Walker, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 6, Ticket 7, Ticket 2, Ticket 5, Ticket 1, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph."
375,graph_375_anomalous,Explain the anomaly in Traci Suarez if there are any.,"Traci Suarez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 3, Ticket 7, Ticket 1, Ticket 9, Ticket 4, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Traci Suarez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 3, Ticket 7, Ticket 1, Ticket 9, Ticket 4, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
376,graph_376_anomalous,Explain the anomaly in Carolyn Warner if there are any.,"Carolyn Warner, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 2, Ticket 9, Ticket 6, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Carolyn Warner, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 2, Ticket 9, Ticket 6, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
377,graph_377_anomalous,Explain the anomaly in Christine Cox if there are any.,"Christine Cox, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 2, Ticket 9, Ticket 4, Ticket 1, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Christine Cox, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 2, Ticket 9, Ticket 4, Ticket 1, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
378,graph_378_anomalous,Explain the anomaly in Lauren Willis if there are any.,"Lauren Willis, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 8, Ticket 5, Ticket 1, Ticket 9, Ticket 7, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph.","Lauren Willis, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 8, Ticket 5, Ticket 1, Ticket 9, Ticket 7, Ticket 4. It is more than 2 standard deviations away from the mean edges in the graph."
379,graph_379_anomalous,Explain the anomaly in Tonya Benitez if there are any.,"Tonya Benitez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 8, Ticket 1, Ticket 7, Ticket 3, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph.","Tonya Benitez, a Traveler, has a large number of connections, linking to the following nodes: Ticket 6, Ticket 8, Ticket 1, Ticket 7, Ticket 3, Ticket 5. It is more than 2 standard deviations away from the mean edges in the graph."
380,graph_380_anomalous,Explain the anomaly in Kirsten Cole if there are any.,"Kirsten Cole, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 6, Ticket 4, Ticket 1, Ticket 9, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Kirsten Cole, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 6, Ticket 4, Ticket 1, Ticket 9, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
381,graph_381_anomalous,Explain the anomaly in Ivan Andersen if there are any.,"Ivan Andersen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 7, Ticket 3, Ticket 2, Ticket 5, Ticket 1, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Ivan Andersen, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 7, Ticket 3, Ticket 2, Ticket 5, Ticket 1, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
382,graph_382_anomalous,Explain the anomaly in Lisa Wilkerson if there are any.,"Lisa Wilkerson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 7, Ticket 6, Ticket 1, Ticket 3, Ticket 4, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph.","Lisa Wilkerson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 7, Ticket 6, Ticket 1, Ticket 3, Ticket 4, Ticket 9, Ticket 2. It is more than 2 standard deviations away from the mean edges in the graph."
383,graph_383_anomalous,Explain the anomaly in Amy Pierce if there are any.,"Amy Pierce, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 1, Ticket 5, Ticket 9, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Amy Pierce, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 1, Ticket 5, Ticket 9, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
384,graph_384_anomalous,Explain the anomaly in Colin Garcia if there are any.,"Colin Garcia, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 5, Ticket 6, Ticket 4, Ticket 8, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph.","Colin Garcia, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 5, Ticket 6, Ticket 4, Ticket 8, Ticket 7. It is more than 2 standard deviations away from the mean edges in the graph."
385,graph_385_anomalous,Explain the anomaly in Todd Green if there are any.,"Todd Green, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 7, Ticket 6, Ticket 2, Ticket 4, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Todd Green, a Traveler, has a large number of connections, linking to the following nodes: Ticket 5, Ticket 7, Ticket 6, Ticket 2, Ticket 4, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
386,graph_386_anomalous,Explain the anomaly in Crystal Browning if there are any.,"Crystal Browning, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 9, Ticket 2, Ticket 1, Ticket 6, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Crystal Browning, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 9, Ticket 2, Ticket 1, Ticket 6, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
387,graph_387_anomalous,Explain the anomaly in Holly Jones if there are any.,"Holly Jones, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 3, Ticket 8, Ticket 7, Ticket 4, Ticket 1. It is more than 2 standard deviations away from the mean edges in the graph.","Holly Jones, a Traveler, has a large number of connections, linking to the following nodes: Ticket 2, Ticket 3, Ticket 8, Ticket 7, Ticket 4, Ticket 1. It is more than 2 standard deviations away from the mean edges in the graph."
388,graph_388_anomalous,Explain the anomaly in Melissa Thomas if there are any.,"Melissa Thomas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 1, Ticket 7, Ticket 4, Ticket 9, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Melissa Thomas, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 1, Ticket 7, Ticket 4, Ticket 9, Ticket 6, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
389,graph_389_anomalous,Explain the anomaly in Emily Perkins if there are any.,"Emily Perkins, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 3, Ticket 5, Ticket 8, Ticket 1, Ticket 2, Ticket 6. It is more than 2 standard deviations away from the mean edges in the graph.","Emily Perkins, a Traveler, has a large number of connections, linking to the following nodes: Ticket 7, Ticket 3, Ticket 5, Ticket 8, Ticket 1, Ticket 2, Ticket 6. It is more than 2 standard deviations away from the mean edges in the graph."
390,graph_390_anomalous,Explain the anomaly in Christina Wilson if there are any.,"Christina Wilson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 3, Ticket 7, Ticket 5, Ticket 2, Ticket 6, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph.","Christina Wilson, a Traveler, has a large number of connections, linking to the following nodes: Ticket 8, Ticket 3, Ticket 7, Ticket 5, Ticket 2, Ticket 6, Ticket 9. It is more than 2 standard deviations away from the mean edges in the graph."
391,graph_391_anomalous,Explain the anomaly in Carl Case if there are any.,"Carl Case, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 9, Ticket 6, Ticket 8, Ticket 5, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph.","Carl Case, a Traveler, has a large number of connections, linking to the following nodes: Ticket 4, Ticket 9, Ticket 6, Ticket 8, Ticket 5, Ticket 3. It is more than 2 standard deviations away from the mean edges in the graph."
392,graph_392_anomalous,Explain the anomaly in Carla Perry if there are any.,"Carla Perry, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 9, Ticket 4, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Carla Perry, a Traveler, has a large number of connections, linking to the following nodes: Ticket 3, Ticket 2, Ticket 9, Ticket 4, Ticket 7, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
393,graph_393_anomalous,Explain the anomaly in Kenneth Hendricks if there are any.,"Kenneth Hendricks, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 2, Ticket 3, Ticket 4, Ticket 6, Ticket 5, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph.","Kenneth Hendricks, a Traveler, has a large number of connections, linking to the following nodes: Ticket 1, Ticket 2, Ticket 3, Ticket 4, Ticket 6, Ticket 5, Ticket 8. It is more than 2 standard deviations away from the mean edges in the graph."
